NAME;DESCRIPTION;DISK_SIZE_GB;PROJECT;FAMILY;ARCHITECTURE;CREATION;DEPRECATED;STATUS
sql-2017-express-windows-2016-dc-v20230809;Microsoft, SQL Server 2017 Express, on Windows Server 2016 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-exp-2017-win-2016;X86_64;2023-08-09T17:05:47.444-07:00;;READY
sql-2017-express-windows-2019-dc-v20230809;Microsoft, SQL Server 2017 Express, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-exp-2017-win-2019;X86_64;2023-08-09T17:05:47.584-07:00;;READY
sql-2017-standard-windows-2016-dc-v20230809;Microsoft, SQL Server 2017 Standard, on Windows Server 2016 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-std-2017-win-2016;X86_64;2023-08-09T17:05:47.371-07:00;;READY
sql-2017-standard-windows-2019-dc-v20230809;Microsoft, SQL Server 2017 Standard, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-std-2017-win-2019;X86_64;2023-08-09T17:05:47.341-07:00;;READY
sql-2017-standard-windows-2022-dc-v20230809;Microsoft, SQL Server 2017 Standard, on Windows Server 2022 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-std-2017-win-2022;X86_64;2023-08-09T17:05:47.426-07:00;;READY
sql-2017-web-windows-2016-dc-v20230809;Microsoft, SQL Server 2017 Web, on Windows Server 2016 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-web-2017-win-2016;X86_64;2023-08-09T17:05:47.080-07:00;;READY
sql-2017-web-windows-2019-dc-v20230809;Microsoft, SQL Server 2017 Web, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-web-2017-win-2019;X86_64;2023-08-09T17:05:47.583-07:00;;READY
sql-2017-web-windows-2022-dc-v20230809;Microsoft, SQL Server 2017 Web, on Windows Server 2022 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-web-2017-win-2022;X86_64;2023-08-09T17:05:47.272-07:00;;READY
sql-2019-enterprise-windows-2019-dc-v20230809;Microsoft, SQL Server 2019 Enterprise, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-ent-2019-win-2019;X86_64;2023-08-09T17:05:47.978-07:00;;READY
sql-2019-enterprise-windows-2022-dc-v20230809;Microsoft, SQL Server 2019 Enterprise, on Windows Server 2022 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-ent-2019-win-2022;X86_64;2023-08-09T17:05:47.340-07:00;;READY
fedora-coreos-38-20230722-3-0-gcp-aarch64;Fedora, Fedora CoreOS stable, 38.20230722.3.0, aarch64 published on 2023-08-07;10;fedora-coreos-cloud;fedora-coreos-stable-arm64;ARM64;2023-08-07T13:45:40.162-07:00;;READY
fedora-coreos-38-20230722-3-0-gcp-x86-64;Fedora, Fedora CoreOS stable, 38.20230722.3.0, x86_64 published on 2023-08-07;10;fedora-coreos-cloud;fedora-coreos-stable;X86_64;2023-08-07T13:15:32.539-07:00;;READY
fedora-coreos-38-20230806-1-0-gcp-aarch64;Fedora, Fedora CoreOS next, 38.20230806.1.0, aarch64 published on 2023-08-07;10;fedora-coreos-cloud;fedora-coreos-next-arm64;ARM64;2023-08-07T13:42:18.298-07:00;;READY
fedora-coreos-38-20230806-1-0-gcp-x86-64;Fedora, Fedora CoreOS next, 38.20230806.1.0, x86_64 published on 2023-08-07;10;fedora-coreos-cloud;fedora-coreos-next;X86_64;2023-08-07T13:12:44.709-07:00;;READY
fedora-coreos-38-20230806-2-0-gcp-aarch64;Fedora, Fedora CoreOS testing, 38.20230806.2.0, aarch64 published on 2023-08-08;10;fedora-coreos-cloud;fedora-coreos-testing-arm64;ARM64;2023-08-07T19:48:14.825-07:00;;READY
fedora-coreos-38-20230806-2-0-gcp-x86-64;Fedora, Fedora CoreOS testing, 38.20230806.2.0, x86_64 published on 2023-08-07;10;fedora-coreos-cloud;fedora-coreos-testing;X86_64;2023-08-07T16:38:08.763-07:00;;READY
sql-2019-standard-windows-2019-dc-v20230809;Microsoft, SQL Server 2019 Standard, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-std-2019-win-2019;X86_64;2023-08-09T17:05:47.863-07:00;;READY
sql-2019-standard-windows-2022-dc-v20230809;Microsoft, SQL Server 2019 Standard, on Windows Server 2022 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-std-2019-win-2022;X86_64;2023-08-09T17:05:48.454-07:00;;READY
sql-2019-web-windows-2019-dc-v20230809;Microsoft, SQL Server 2019 Web, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-web-2019-win-2019;X86_64;2023-08-09T17:05:46.795-07:00;;READY
sql-2019-web-windows-2022-dc-v20230809;Microsoft, SQL Server 2019 Web, on Windows Server 2022 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-web-2019-win-2022;X86_64;2023-08-09T17:05:48.761-07:00;;READY
sql-2022-enterprise-windows-2019-dc-v20230809;Microsoft, SQL Server 2022 Enterprise, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-ent-2022-win-2019;X86_64;2023-08-09T17:05:48.315-07:00;;READY
sql-2022-enterprise-windows-2022-dc-v20230809;Microsoft, SQL Server 2022 Enterprise, on Windows Server 2022 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-ent-2022-win-2022;X86_64;2023-08-09T17:05:46.755-07:00;;READY
sql-2022-standard-windows-2019-dc-v20230809;Microsoft, SQL Server 2022 Standard, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-std-2022-win-2019;X86_64;2023-08-09T17:05:47.355-07:00;;READY
sql-2022-standard-windows-2022-dc-v20230809;Microsoft, SQL Server 2022 Standard, on Windows Server 2022 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-std-2022-win-2022;X86_64;2023-08-09T17:05:47.503-07:00;;READY
sql-2022-web-windows-2019-dc-v20230809;Microsoft, SQL Server 2022 Web, on Windows Server 2019 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-web-2022-win-2019;X86_64;2023-08-09T17:05:46.024-07:00;;READY
sql-2022-web-windows-2022-dc-v20230809;Microsoft, SQL Server 2022 Web, on Windows Server 2022 Datacenter, x64 built on 20230809;50;windows-sql-cloud;sql-web-2022-win-2022;X86_64;2023-08-09T17:05:47.103-07:00;;READY
