NAME;CPUS;SHARED_CPU;MEMORY_GB;DEPRECATED;ZONE
c2d-highcpu-16;16;False;32.00;;us-east1-c
c2d-highcpu-16;16;False;32.00;;us-east1-d
c2d-highcpu-16;16;False;32.00;;us-east4-a
c2d-highcpu-16;16;False;32.00;;us-east4-b
c2d-highcpu-16;16;False;32.00;;us-east4-c
c2d-highcpu-2;2;False;4.00;;asia-east1-a
c2d-highcpu-2;2;False;4.00;;asia-east1-b
c2d-highcpu-2;2;False;4.00;;asia-east1-c
c2d-highcpu-2;2;False;4.00;;asia-southeast1-a
c2d-highcpu-2;2;False;4.00;;asia-southeast1-b
c2d-highcpu-2;2;False;4.00;;asia-southeast1-c
c2d-highcpu-2;2;False;4.00;;europe-west4-a
c2d-highcpu-2;2;False;4.00;;europe-west4-b
c2d-highcpu-2;2;False;4.00;;europe-west4-c
c2d-highcpu-2;2;False;4.00;;us-central1-a
c2d-highcpu-2;2;False;4.00;;us-central1-c
c2d-highcpu-2;2;False;4.00;;us-central1-d
c2d-highcpu-2;2;False;4.00;;us-central1-f
c2d-highcpu-2;2;False;4.00;;us-east1-b
c2d-highcpu-2;2;False;4.00;;us-east1-c
c2d-highcpu-2;2;False;4.00;;us-east1-d
c2d-highcpu-2;2;False;4.00;;us-east4-a
c2d-highcpu-2;2;False;4.00;;us-east4-b
c2d-highcpu-2;2;False;4.00;;us-east4-c
c2d-highcpu-32;32;False;64.00;;asia-east1-a
c2d-highcpu-32;32;False;64.00;;asia-east1-b
c2d-highcpu-32;32;False;64.00;;asia-east1-c
c2d-highcpu-32;32;False;64.00;;asia-southeast1-a
c2d-highcpu-32;32;False;64.00;;asia-southeast1-b
c2d-highcpu-32;32;False;64.00;;asia-southeast1-c
c2d-highcpu-32;32;False;64.00;;europe-west4-a
c2d-highcpu-32;32;False;64.00;;europe-west4-b
c2d-highcpu-32;32;False;64.00;;europe-west4-c
c2d-highcpu-32;32;False;64.00;;us-central1-a
